Formatted Date,Summary,Precip Type,Temperature (C),Apparent Temperature (C),Humidity,Wind Speed (km/h),Wind Bearing (degrees),Visibility (km),Loud Cover,Pressure (millibars),Daily Summary
2006-04-15 10:00:00.000 +0200,Partly Cloudy,rain,12.777777777777779,12.777777777777779,0.71,13.1698,301.0,11.2056,0.0,1020.51,Mostly cloudy throughout the day.
2006-04-15 11:00:00.000 +0200,Partly Cloudy,rain,13.81111111111111,13.81111111111111,0.65,9.6761,307.0,11.4471,0.0,1020.91,Mostly cloudy throughout the day.
2006-04-15 12:00:00.000 +0200,Partly Cloudy,rain,16.016666666666666,16.016666666666666,0.48,11.237800000000002,307.0,11.270000000000001,0.0,1020.6,Mostly cloudy throughout the day.
2006-04-15 13:00:00.000 +0200,Partly Cloudy,rain,17.127777777777776,17.127777777777776,0.47,12.7029,308.0,11.270000000000001,0.0,1020.39,Mostly cloudy throughout the day.
2006-04-15 14:00:00.000 +0200,Partly Cloudy,rain,17.144444444444446,17.144444444444446,0.43,10.6099,279.0,11.4471,0.0,1020.34,Mostly cloudy throughout the day.
2006-04-15 15:00:00.000 +0200,Mostly Cloudy,rain,17.77777777777778,17.77777777777778,0.4,7.953400000000001,272.0,11.2056,0.0,1019.7,Mostly cloudy throughout the day.
2006-04-15 16:00:00.000 +0200,Mostly Cloudy,rain,17.77777777777778,17.77777777777778,0.37,2.5921000000000003,351.0,11.2056,0.0,1018.89,Mostly cloudy throughout the day.
2006-04-15 17:00:00.000 +0200,Mostly Cloudy,rain,17.805555555555557,17.805555555555557,0.43,11.012400000000001,175.0,10.3523,0.0,1018.48,Mostly cloudy throughout the day.
2006-04-15 18:00:00.000 +0200,Mostly Cloudy,rain,16.15555555555555,16.15555555555555,0.52,9.193100000000001,172.0,9.982000000000001,0.0,1017.87,Mostly cloudy throughout the day.
2006-04-15 19:00:00.000 +0200,Mostly Cloudy,rain,14.049999999999999,14.049999999999999,0.63,9.160900000000002,160.0,9.982000000000001,0.0,1017.56,Mostly cloudy throughout the day.
2006-04-15 20:00:00.000 +0200,Mostly Cloudy,rain,13.08888888888889,13.08888888888889,0.67,9.2736,138.0,9.982000000000001,0.0,1017.38,Mostly cloudy throughout the day.
2006-04-15 21:00:00.000 +0200,Mostly Cloudy,rain,12.288888888888888,12.288888888888888,0.72,9.450700000000001,141.0,9.982000000000001,0.0,1017.58,Mostly cloudy throughout the day.
2006-04-15 22:00:00.000 +0200,Overcast,rain,12.777777777777779,12.777777777777779,0.66,11.0768,141.0,15.826300000000002,0.0,1017.65,Mostly cloudy throughout the day.
2006-04-15 23:00:00.000 +0200,Overcast,rain,12.727777777777776,12.727777777777776,0.67,13.379100000000001,149.0,14.9569,0.0,1017.36,Mostly cloudy throughout the day.
2006-04-16 00:00:00.000 +0200,Overcast,rain,12.266666666666666,12.266666666666666,0.69,14.1358,151.0,15.826300000000002,0.0,1016.8,Mostly cloudy throughout the day.
2006-04-16 01:00:00.000 +0200,Overcast,rain,11.71111111111111,11.71111111111111,0.71,11.3183,158.0,15.826300000000002,0.0,1016.64,Mostly cloudy throughout the day.
2006-04-16 02:00:00.000 +0200,Partly Cloudy,rain,10.82777777777778,10.82777777777778,0.86,9.177000000000001,259.0,14.168000000000003,0.0,1013.13,Mostly cloudy throughout the day.
2006-04-16 03:00:00.000 +0200,Overcast,rain,12.200000000000001,12.200000000000001,0.59,14.168000000000003,141.0,15.826300000000002,0.0,1014.79,Mostly cloudy throughout the day.
2006-04-16 04:00:00.000 +0200,Overcast,rain,12.200000000000001,12.200000000000001,0.6,14.296800000000003,151.0,15.826300000000002,0.0,1014.25,Mostly cloudy throughout the day.
2006-04-16 05:00:00.000 +0200,Overcast,rain,11.688888888888888,11.688888888888888,0.68,13.8299,152.0,14.9569,0.0,1013.95,Mostly cloudy throughout the day.
2006-04-16 06:00:00.000 +0200,Overcast,rain,11.205555555555556,11.205555555555556,0.77,14.007,132.0,9.982000000000001,0.0,1013.63,Mostly cloudy throughout the day.
2006-04-16 07:00:00.000 +0200,Mostly Cloudy,rain,11.133333333333333,11.133333333333333,0.77,15.488199999999999,150.0,9.982000000000001,0.0,1013.27,Mostly cloudy throughout the day.
2006-04-16 08:00:00.000 +0200,Mostly Cloudy,rain,11.43888888888889,11.43888888888889,0.77,13.8782,163.0,10.3523,0.0,1013.56,Mostly cloudy throughout the day.
2006-04-16 09:00:00.000 +0200,Mostly Cloudy,rain,13.033333333333335,13.033333333333335,0.81,14.457800000000002,209.0,9.982000000000001,0.0,1012.85,Mostly cloudy throughout the day.
2006-04-16 10:00:00.000 +0200,Mostly Cloudy,rain,17.244444444444444,17.244444444444444,0.62,25.0194,221.0,11.270000000000001,0.0,1012.15,Mostly cloudy throughout the day.
2006-04-16 11:00:00.000 +0200,Mostly Cloudy,rain,17.73888888888889,17.73888888888889,0.53,27.37,230.0,11.4471,0.0,1011.71,Mostly cloudy throughout the day.
2006-04-16 12:00:00.000 +0200,Overcast,rain,17.84444444444445,17.84444444444445,0.56,22.218000000000004,251.0,11.270000000000001,0.0,1011.28,Mostly cloudy throughout the day.
2006-04-16 13:00:00.000 +0200,Mostly Cloudy,rain,18.86111111111111,18.86111111111111,0.56,23.5382,250.0,11.270000000000001,0.0,1010.99,Mostly cloudy throughout the day.
2006-04-16 14:00:00.000 +0200,Overcast,rain,18.666666666666664,18.666666666666664,0.56,19.8996,240.0,11.398800000000001,0.0,1010.93,Mostly cloudy throughout the day.
2006-04-16 15:00:00.000 +0200,Overcast,rain,17.82222222222222,17.82222222222222,0.56,17.5007,243.0,11.270000000000001,0.0,1010.7,Mostly cloudy throughout the day.
2006-04-16 16:00:00.000 +0200,Overcast,rain,17.800000000000004,17.800000000000004,0.59,17.693900000000003,281.0,11.270000000000001,0.0,1010.52,Mostly cloudy throughout the day.
2006-04-16 17:00:00.000 +0200,Mostly Cloudy,rain,17.349999999999998,17.349999999999998,0.57,19.561500000000002,295.0,11.398800000000001,0.0,1010.69,Mostly cloudy throughout the day.
2006-04-16 18:00:00.000 +0200,Mostly Cloudy,rain,16.06666666666667,16.06666666666667,0.67,21.815500000000004,280.0,11.2056,0.0,1010.86,Mostly cloudy throughout the day.
2006-04-16 19:00:00.000 +0200,Mostly Cloudy,rain,14.933333333333334,14.933333333333334,0.73,17.2753,280.0,11.2056,0.0,1011.14,Mostly cloudy throughout the day.
2006-04-16 20:00:00.000 +0200,Mostly Cloudy,rain,13.922222222222224,13.922222222222224,0.78,11.7691,279.0,11.286100000000001,0.0,1011.64,Mostly cloudy throughout the day.
2006-04-16 21:00:00.000 +0200,Mostly Cloudy,rain,12.755555555555556,12.755555555555556,0.84,11.0446,270.0,11.0768,0.0,1012.02,Mostly cloudy throughout the day.
2006-04-16 22:00:00.000 +0200,Mostly Cloudy,rain,12.755555555555556,12.755555555555556,0.84,11.0607,277.0,15.697500000000002,0.0,1012.21,Mostly cloudy throughout the day.
2006-04-16 23:00:00.000 +0200,Mostly Cloudy,rain,12.372222222222225,12.372222222222225,0.86,7.293300000000001,239.0,14.876400000000002,0.0,1012.33,Mostly cloudy throughout the day.
2006-04-17 00:00:00.000 +0200,Mostly Cloudy,rain,11.183333333333334,11.183333333333334,0.93,6.923,241.0,15.826300000000002,0.0,1012.6,Partly cloudy throughout the day.
2006-04-17 01:00:00.000 +0200,Mostly Cloudy,rain,11.666666666666666,11.666666666666666,0.9,11.1734,242.0,15.826300000000002,0.0,1012.8,Partly cloudy throughout the day.
2006-04-17 02:00:00.000 +0200,Partly Cloudy,rain,8.977777777777776,7.3666666666666645,0.95,10.3201,266.0,6.8425,0.0,1012.66,Partly cloudy throughout the day.
2006-04-17 03:00:00.000 +0200,Mostly Cloudy,rain,10.577777777777776,10.577777777777776,0.93,11.1734,278.0,14.9086,0.0,1012.32,Partly cloudy throughout the day.
2006-04-17 04:00:00.000 +0200,Mostly Cloudy,rain,10.533333333333335,10.533333333333335,0.89,14.007,269.0,14.9086,0.0,1012.33,Partly cloudy throughout the day.
2006-04-17 05:00:00.000 +0200,Mostly Cloudy,rain,10.58888888888889,10.58888888888889,0.87,7.293300000000001,269.0,14.168000000000003,0.0,1012.55,Partly cloudy throughout the day.
2006-04-17 06:00:00.000 +0200,Mostly Cloudy,rain,9.983333333333333,9.283333333333335,0.89,6.7298,297.0,15.826300000000002,0.0,1012.71,Partly cloudy throughout the day.
2006-04-17 07:00:00.000 +0200,Mostly Cloudy,rain,11.022222222222224,11.022222222222224,0.86,7.889000000000001,307.0,9.982000000000001,0.0,1013.01,Partly cloudy throughout the day.
